domain,price,currency,date,source,tld,keyword,position
cloudaprable.ai,59340,USD,2026-06-14,augmented_keyword,ai,apr,middle
getapr.com,28924,USD,2026-06-14,augmented_keyword,com,apr,end
smartaprable.org,25136,USD,2026-06-14,augmented_keyword,org,apr,middle
aprgo.com,19232,USD,2026-06-14,augmented_keyword,com,apr,start
onlineapr.com,41130,USD,2026-06-14,augmented_keyword,com,apr,end
globalapr.io,23434,USD,2026-06-14,augmented_keyword,io,apr,end
aprhub.com,27859,USD,2026-06-14,augmented_keyword,com,apr,start
plusapr.com,27994,USD,2026-06-14,augmented_keyword,com,apr,end
apr.net,30467,USD,2026-06-14,augmented_keyword,net,apr,exact
digitalapr.org,19495,USD,2026-06-14,augmented_keyword,org,apr,end
smartaprweb.net,27622,USD,2026-06-14,augmented_keyword,net,apr,middle
proaprbest.com,25235,USD,2026-06-14,augmented_keyword,com,apr,middle
cloudaprsmart.ai,47145,USD,2026-06-14,augmented_keyword,ai,apr,middle
aprnow.com,31612,USD,2026-06-14,augmented_keyword,com,apr,start
aprgo.net,52795,USD,2026-06-14,augmented_keyword,net,apr,start
apr.info,36014,USD,2026-06-14,augmented_keyword,info,apr,exact
aprllc.com,32074,USD,2026-06-14,augmented_keyword,com,apr,start
aprsmart.net,40387,USD,2026-06-14,augmented_keyword,net,apr,start
apr.xyz,18873,USD,2026-06-14,augmented_keyword,xyz,apr,exact
onlineaprdigital.com,26657,USD,2026-06-14,augmented_keyword,com,apr,middle
fastaprmy.com,22955,USD,2026-06-14,augmented_keyword,com,apr,middle
digitalaprlab.com,18963,USD,2026-06-14,augmented_keyword,com,apr,middle
aprbox.com,33671,USD,2026-06-14,augmented_keyword,com,apr,start
webaprthe.app,20334,USD,2026-06-14,augmented_keyword,app,apr,middle
aprfast.biz,26632,USD,2026-06-14,augmented_keyword,biz,apr,start
aprworld.com,35063,USD,2026-06-14,augmented_keyword,com,apr,start
fastapr.com,32271,USD,2026-06-14,augmented_keyword,com,apr,end
plusaprhq.org,25338,USD,2026-06-14,augmented_keyword,org,apr,middle
aprbest.biz,24587,USD,2026-06-14,augmented_keyword,biz,apr,start
cloudaprhub.com,21714,USD,2026-06-14,augmented_keyword,com,apr,middle
aprtop.com,51131,USD,2026-06-14,augmented_keyword,com,apr,start
aprai.com,42224,USD,2026-06-14,augmented_keyword,com,apr,start
theapr.com,40765,USD,2026-06-14,augmented_keyword,com,apr,end
aprco.org,32476,USD,2026-06-14,augmented_keyword,org,apr,start
plusapr.shop,34711,USD,2026-06-14,augmented_keyword,shop,apr,end
shopaprdigital.co,26725,USD,2026-06-14,augmented_keyword,co,apr,middle
aprgo.org,30743,USD,2026-06-14,augmented_keyword,org,apr,start
aprcorp.com,36934,USD,2026-06-14,augmented_keyword,com,apr,start
storeapr.com,61424,USD,2026-06-14,augmented_keyword,com,apr,end
apreasy.com,29433,USD,2026-06-14,augmented_keyword,com,apr,start
cloudaprio.com,29216,USD,2026-06-14,augmented_keyword,com,apr,middle
aprable.com,24242,USD,2026-06-14,augmented_keyword,com,apr,start
buyaprbox.app,42864,USD,2026-06-14,augmented_keyword,app,apr,middle
storeapr.site,55512,USD,2026-06-14,augmented_keyword,site,apr,end
digitalapr.store,25924,USD,2026-06-14,augmented_keyword,store,apr,end
aprcloud.online,30405,USD,2026-06-14,augmented_keyword,online,apr,start
shopaprnow.com,21118,USD,2026-06-14,augmented_keyword,com,apr,middle
getaprgo.app,40017,USD,2026-06-14,augmented_keyword,app,apr,middle
cloudapr.ai,36620,USD,2026-06-14,augmented_keyword,ai,apr,end
aprapp.biz,22620,USD,2026-06-14,augmented_keyword,biz,apr,start
apr.co.uk,28177,USD,2026-06-14,augmented_keyword,co.uk,apr,exact
myapr.com,38013,USD,2026-06-14,augmented_keyword,com,apr,end
factory.com,89857,USD,2026-06-14,augmented_keyword,com,factory,exact
factory.ai,58644,USD,2026-06-14,augmented_keyword,ai,factory,exact
factorycloud.info,151464,USD,2026-06-14,augmented_keyword,info,factory,start
hqfactorygo.ai,71462,USD,2026-06-14,augmented_keyword,ai,factory,middle
appfactory.com,126338,USD,2026-06-14,augmented_keyword,com,factory,end
thefactoryify.store,146127,USD,2026-06-14,augmented_keyword,store,factory,middle
gofactory.io,49673,USD,2026-06-14,augmented_keyword,io,factory,end
fastfactorygo.io,54535,USD,2026-06-14,augmented_keyword,io,factory,middle
maxfactory.com,27564,USD,2026-06-14,augmented_keyword,com,factory,end
gofactory.com,66386,USD,2026-06-14,augmented_keyword,com,factory,end
nowfactorytech.com,24041,USD,2026-06-14,augmented_keyword,com,factory,middle
bestfactory.com,115488,USD,2026-06-14,augmented_keyword,com,factory,end
onlinefactoryonline.de,29807,USD,2026-06-14,augmented_keyword,de,factory,middle
onlinefactory.com,56908,USD,2026-06-14,augmented_keyword,com,factory,end
factoryify.io,80248,USD,2026-06-14,augmented_keyword,io,factory,start
cloudfactory.io,102948,USD,2026-06-14,augmented_keyword,io,factory,end
factoryglobal.com,30357,USD,2026-06-14,augmented_keyword,com,factory,start
factory.io,51830,USD,2026-06-14,augmented_keyword,io,factory,exact
easyfactoryio.org,52025,USD,2026-06-14,augmented_keyword,org,factory,middle
factoryllc.com,200477,USD,2026-06-14,augmented_keyword,com,factory,start
smartfactory.com,53286,USD,2026-06-14,augmented_keyword,com,factory,end
factory.club,44553,USD,2026-06-14,augmented_keyword,club,factory,exact
factory.net,104912,USD,2026-06-14,augmented_keyword,net,factory,exact
factorynew.net,54452,USD,2026-06-14,augmented_keyword,net,factory,start
cloudfactory.org,93356,USD,2026-06-14,augmented_keyword,org,factory,end
factoryco.com,76616,USD,2026-06-14,augmented_keyword,com,factory,start
factoryworld.com,55070,USD,2026-06-14,augmented_keyword,com,factory,start
globalfactorysmart.org,196104,USD,2026-06-14,augmented_keyword,org,factory,middle
groupfactory.com,69127,USD,2026-06-14,augmented_keyword,com,factory,end
smartfactorylab.ai,159055,USD,2026-06-14,augmented_keyword,ai,factory,middle
factorythe.com,29054,USD,2026-06-14,augmented_keyword,com,factory,start
factorytech.org,59932,USD,2026-06-14,augmented_keyword,org,factory,start
factoryapp.com,36135,USD,2026-06-14,augmented_keyword,com,factory,start
factory.org,38721,USD,2026-06-14,augmented_keyword,org,factory,exact
factorymax.com,33758,USD,2026-06-14,augmented_keyword,com,factory,start
factorynew.com,31243,USD,2026-06-14,augmented_keyword,com,factory,start
myfactorysmart.net,69843,USD,2026-06-14,augmented_keyword,net,factory,middle
profactory.com,54851,USD,2026-06-14,augmented_keyword,com,factory,end
factory.shop,99237,USD,2026-06-14,augmented_keyword,shop,factory,exact
hqfactoryweb.com,42446,USD,2026-06-14,augmented_keyword,com,factory,middle
myfactoryonline.us,62865,USD,2026-06-14,augmented_keyword,us,factory,middle
factoryhq.de,45086,USD,2026-06-14,augmented_keyword,de,factory,start
cloudfactory.com,59728,USD,2026-06-14,augmented_keyword,com,factory,end
factorymax.tv,27559,USD,2026-06-14,augmented_keyword,tv,factory,start
factory.site,67812,USD,2026-06-14,augmented_keyword,site,factory,exact
maxfactorypro.net,64899,USD,2026-06-14,augmented_keyword,net,factory,middle
factory.de,27834,USD,2026-06-14,augmented_keyword,de,factory,exact
plusfactory.xyz,51570,USD,2026-06-14,augmented_keyword,xyz,factory,end
groupfactorybox.com,27271,USD,2026-06-14,augmented_keyword,com,factory,middle
factorymedia.com,120298,USD,2026-06-14,augmented_keyword,com,factory,start
factoryhq.me,89148,USD,2026-06-14,augmented_keyword,me,factory,start
fastfactory.com,75676,USD,2026-06-14,augmented_keyword,com,factory,end
factoryable.com,146274,USD,2026-06-14,augmented_keyword,com,factory,start
factory.xyz,56921,USD,2026-06-14,augmented_keyword,xyz,factory,exact
factory.me,29291,USD,2026-06-14,augmented_keyword,me,factory,exact
topfactorybuy.com,20296,USD,2026-06-14,augmented_keyword,com,factory,middle
buyfactory.de,43205,USD,2026-06-14,augmented_keyword,de,factory,end
webfactory.ai,98104,USD,2026-06-14,augmented_keyword,ai,factory,end
factorybest.store,127343,USD,2026-06-14,augmented_keyword,store,factory,start
digitalfactory.com,107364,USD,2026-06-14,augmented_keyword,com,factory,end
factorypro.com,105398,USD,2026-06-14,augmented_keyword,com,factory,start
factorybox.co,69908,USD,2026-06-14,augmented_keyword,co,factory,start
factoryly.org,86922,USD,2026-06-14,augmented_keyword,org,factory,start
factorypro.org,25692,USD,2026-06-14,augmented_keyword,org,factory,start
factoryly.com,13633,USD,2026-06-14,augmented_keyword,com,factory,start
worldfactorygroup.com,32537,USD,2026-06-14,augmented_keyword,com,factory,middle
factorygo.com,68884,USD,2026-06-14,augmented_keyword,com,factory,start
factorystore.store,54814,USD,2026-06-14,augmented_keyword,store,factory,start
hqfactory.org,46726,USD,2026-06-14,augmented_keyword,org,factory,end
factorycloud.com,148073,USD,2026-06-14,augmented_keyword,com,factory,start
factoryhq.com,37502,USD,2026-06-14,augmented_keyword,com,factory,start
digitalfactory.ai,49001,USD,2026-06-14,augmented_keyword,ai,factory,end
factory.tv,80426,USD,2026-06-14,augmented_keyword,tv,factory,exact
storefactory.io,87239,USD,2026-06-14,augmented_keyword,io,factory,end
factoryglobal.co.uk,33472,USD,2026-06-14,augmented_keyword,co.uk,factory,start
factoryify.com,33794,USD,2026-06-14,augmented_keyword,com,factory,start
profactory.app,41559,USD,2026-06-14,augmented_keyword,app,factory,end
webfactory.com,25368,USD,2026-06-14,augmented_keyword,com,factory,end
factorycorp.io,54237,USD,2026-06-14,augmented_keyword,io,factory,start
easyfactoryable.com,47179,USD,2026-06-14,augmented_keyword,com,factory,middle
easyfactorybuy.us,36603,USD,2026-06-14,augmented_keyword,us,factory,middle
factoryinc.com,83157,USD,2026-06-14,augmented_keyword,com,factory,start
factorygroup.info,39176,USD,2026-06-14,augmented_keyword,info,factory,start
getfactory.com,74118,USD,2026-06-14,augmented_keyword,com,factory,end
smartfactory.biz,50572,USD,2026-06-14,augmented_keyword,biz,factory,end
hubfactory.io,98845,USD,2026-06-14,augmented_keyword,io,factory,end
factorymedia.ai,95856,USD,2026-06-14,augmented_keyword,ai,factory,start
factory.dev,27965,USD,2026-06-14,augmented_keyword,dev,factory,exact
shopfactory.com,42679,USD,2026-06-14,augmented_keyword,com,factory,end
factorylab.co,115644,USD,2026-06-14,augmented_keyword,co,factory,start
factorybox.net,57671,USD,2026-06-14,augmented_keyword,net,factory,start
factoryplus.net,30110,USD,2026-06-14,augmented_keyword,net,factory,start
factoryshop.com,94732,USD,2026-06-14,augmented_keyword,com,factory,start
factory.app,42756,USD,2026-06-14,augmented_keyword,app,factory,exact
factorycorp.ai,16423,USD,2026-06-14,augmented_keyword,ai,factory,start
gofactoryinc.co.uk,71211,USD,2026-06-14,augmented_keyword,co.uk,factory,middle
hqfactory.com,32229,USD,2026-06-14,augmented_keyword,com,factory,end
factorylab.me,57595,USD,2026-06-14,augmented_keyword,me,factory,start
factoryfast.com,54350,USD,2026-06-14,augmented_keyword,com,factory,start
factoryworld.biz,26860,USD,2026-06-14,augmented_keyword,biz,factory,start
newrobbuy.com,7281,USD,2026-06-14,augmented_keyword,com,rob,middle
globalrob.info,13722,USD,2026-06-14,augmented_keyword,info,rob,end
rob.com,10853,USD,2026-06-14,augmented_keyword,com,rob,exact
robbuy.com,3979,USD,2026-06-14,augmented_keyword,com,rob,start
globalrob.com,2939,USD,2026-06-14,augmented_keyword,com,rob,end
prorob.com,7496,USD,2026-06-14,augmented_keyword,com,rob,end
robhub.io,3716,USD,2026-06-14,augmented_keyword,io,rob,start
rob.de,4799,USD,2026-06-14,augmented_keyword,de,rob,exact
bestrob.com,12315,USD,2026-06-14,augmented_keyword,com,rob,end
rob.io,1565,USD,2026-06-14,augmented_keyword,io,rob,exact
maxrob.io,6648,USD,2026-06-14,augmented_keyword,io,rob,end
robbox.com,16625,USD,2026-06-14,augmented_keyword,com,rob,start
buyrobstore.io,8605,USD,2026-06-14,augmented_keyword,io,rob,middle
robmax.com,9058,USD,2026-06-14,augmented_keyword,com,rob,start
myrob.com,5172,USD,2026-06-14,augmented_keyword,com,rob,end
robglobal.com,13035,USD,2026-06-14,augmented_keyword,com,rob,start
robtop.io,4492,USD,2026-06-14,augmented_keyword,io,rob,start
rob.org,736,USD,2026-06-14,augmented_keyword,org,rob,exact
grouprob.com,11181,USD,2026-06-14,augmented_keyword,com,rob,end
robhq.com,5116,USD,2026-06-14,augmented_keyword,com,rob,start
robnew.com,16625,USD,2026-06-14,augmented_keyword,com,rob,start
fastrobco.ai,3722,USD,2026-06-14,augmented_keyword,ai,rob,middle
nowrob.co,2899,USD,2026-06-14,augmented_keyword,co,rob,end
rob.ai,2969,USD,2026-06-14,augmented_keyword,ai,rob,exact
newrobhq.org,3713,USD,2026-06-14,augmented_keyword,org,rob,middle
rob.dev,2489,USD,2026-06-14,augmented_keyword,dev,rob,exact
toprob.com,1717,USD,2026-06-14,augmented_keyword,com,rob,end
robsmart.app,2694,USD,2026-06-14,augmented_keyword,app,rob,start
robly.ai,16625,USD,2026-06-14,augmented_keyword,ai,rob,start
worldrobfast.org,776,USD,2026-06-14,augmented_keyword,org,rob,middle
robllc.com,5253,USD,2026-06-14,augmented_keyword,com,rob,start
storerobglobal.com,16625,USD,2026-06-14,augmented_keyword,com,rob,middle
maxrob.com,4168,USD,2026-06-14,augmented_keyword,com,rob,end
shoprobify.io,1729,USD,2026-06-14,augmented_keyword,io,rob,middle
webrobapp.biz,8576,USD,2026-06-14,augmented_keyword,biz,rob,middle
nowrob.shop,6245,USD,2026-06-14,augmented_keyword,shop,rob,end
robbest.com,8904,USD,2026-06-14,augmented_keyword,com,rob,start
cloudrobio.com,5860,USD,2026-06-14,augmented_keyword,com,rob,middle
digitalrob.ai,3657,USD,2026-06-14,augmented_keyword,ai,rob,end
bestrobbest.com,3573,USD,2026-06-14,augmented_keyword,com,rob,middle
robcorp.com,11102,USD,2026-06-14,augmented_keyword,com,rob,start
rob.co,4090,USD,2026-06-14,augmented_keyword,co,rob,exact
fastrob.com,1202,USD,2026-06-14,augmented_keyword,com,rob,end
shoprob.io,3796,USD,2026-06-14,augmented_keyword,io,rob,end
robdigital.io,9254,USD,2026-06-14,augmented_keyword,io,rob,start
getrobhub.com,7618,USD,2026-06-14,augmented_keyword,com,rob,middle
robstore.com,2915,USD,2026-06-14,augmented_keyword,com,rob,start
globalrobmax.io,2653,USD,2026-06-14,augmented_keyword,io,rob,middle
shoprob.com,2879,USD,2026-06-14,augmented_keyword,com,rob,end
roblab.co,5509,USD,2026-06-14,augmented_keyword,co,rob,start
hqrobbuy.info,16068,USD,2026-06-14,augmented_keyword,info,rob,middle
grouprobbest.com,10809,USD,2026-06-14,augmented_keyword,com,rob,middle
plusrob.com,1844,USD,2026-06-14,augmented_keyword,com,rob,end
easyrobbox.com,506,USD,2026-06-14,augmented_keyword,com,rob,middle
maxrob.org,9786,USD,2026-06-14,augmented_keyword,org,rob,end
toprob.ai,2455,USD,2026-06-14,augmented_keyword,ai,rob,end
easyrobmy.com,5328,USD,2026-06-14,augmented_keyword,com,rob,middle
robglobal.co,6846,USD,2026-06-14,augmented_keyword,co,rob,start
rob.app,1138,USD,2026-06-14,augmented_keyword,app,rob,exact
digitalrob.de,1916,USD,2026-06-14,augmented_keyword,de,rob,end
getrob.club,9415,USD,2026-06-14,augmented_keyword,club,rob,end
robworld.com,8656,USD,2026-06-14,augmented_keyword,com,rob,start
digitalrob.com,8505,USD,2026-06-14,augmented_keyword,com,rob,end
bestrobthe.net,2966,USD,2026-06-14,augmented_keyword,net,rob,middle
storerob.com,8759,USD,2026-06-14,augmented_keyword,com,rob,end
smartrob.com,9705,USD,2026-06-14,augmented_keyword,com,rob,end
hqrob.io,5767,USD,2026-06-14,augmented_keyword,io,rob,end
toprobapp.co,1396,USD,2026-06-14,augmented_keyword,co,rob,middle
onlinerobgo.com,3980,USD,2026-06-14,augmented_keyword,com,rob,middle
robshop.io,3157,USD,2026-06-14,augmented_keyword,io,rob,start
worldrob.com,10224,USD,2026-06-14,augmented_keyword,com,rob,end
robmy.com,1720,USD,2026-06-14,augmented_keyword,com,rob,start
robthe.net,16625,USD,2026-06-14,augmented_keyword,net,rob,start
rob.club,5950,USD,2026-06-14,augmented_keyword,club,rob,exact
smartrobshop.com,8590,USD,2026-06-14,augmented_keyword,com,rob,middle
nowrob.com,5609,USD,2026-06-14,augmented_keyword,com,rob,end
onlinerob.ai,1263,USD,2026-06-14,augmented_keyword,ai,rob,end
grouprobshop.com,3467,USD,2026-06-14,augmented_keyword,com,rob,middle
robable.com,6771,USD,2026-06-14,augmented_keyword,com,rob,start
nowrobfast.com,6397,USD,2026-06-14,augmented_keyword,com,rob,middle
nowrobeasy.io,4392,USD,2026-06-14,augmented_keyword,io,rob,middle
robgroup.org,5409,USD,2026-06-14,augmented_keyword,org,rob,start
rob.biz,3714,USD,2026-06-14,augmented_keyword,biz,rob,exact
robgo.net,2663,USD,2026-06-14,augmented_keyword,net,rob,start
buyrob.club,4599,USD,2026-06-14,augmented_keyword,club,rob,end
rob.net,3289,USD,2026-06-14,augmented_keyword,net,rob,exact
newrobsmart.com,4767,USD,2026-06-14,augmented_keyword,com,rob,middle
rob.co.uk,5093,USD,2026-06-14,augmented_keyword,co.uk,rob,exact
smartrobsmart.org,10997,USD,2026-06-14,augmented_keyword,org,rob,middle
robdigital.com,4120,USD,2026-06-14,augmented_keyword,com,rob,start
grouprobhub.io,3829,USD,2026-06-14,augmented_keyword,io,rob,middle
rob.site,6313,USD,2026-06-14,augmented_keyword,site,rob,exact
webrob.org,1869,USD,2026-06-14,augmented_keyword,org,rob,end
robbest.ai,6486,USD,2026-06-14,augmented_keyword,ai,rob,start
approbai.us,1963,USD,2026-06-14,augmented_keyword,us,rob,middle
smartrob.io,4083,USD,2026-06-14,augmented_keyword,io,rob,end
robgroup.com,5565,USD,2026-06-14,augmented_keyword,com,rob,start
plusrobapp.biz,2023,USD,2026-06-14,augmented_keyword,biz,rob,middle
rob.xyz,2589,USD,2026-06-14,augmented_keyword,xyz,rob,exact
easyrob.com,16625,USD,2026-06-14,augmented_keyword,com,rob,end
fastbauio.de,1383,USD,2026-06-14,augmented_keyword,de,bau,middle
bau.de,5190,USD,2026-06-14,augmented_keyword,de,bau,exact
baustore.de,3680,USD,2026-06-14,augmented_keyword,de,bau,start
baugo.com,3855,USD,2026-06-14,augmented_keyword,com,bau,start
smartbausmart.de,2378,USD,2026-06-14,augmented_keyword,de,bau,middle
bau.com,6336,USD,2026-06-14,augmented_keyword,com,bau,exact
thebau.de,2395,USD,2026-06-14,augmented_keyword,de,bau,end
bau.net,13254,USD,2026-06-14,augmented_keyword,net,bau,exact
storebau.xyz,6808,USD,2026-06-14,augmented_keyword,xyz,bau,end
bau.ai,1577,USD,2026-06-14,augmented_keyword,ai,bau,exact
globalbaumy.com,3595,USD,2026-06-14,augmented_keyword,com,bau,middle
getbau.com,7451,USD,2026-06-14,augmented_keyword,com,bau,end
groupbau.org,4285,USD,2026-06-14,augmented_keyword,org,bau,end
bausmart.xyz,2848,USD,2026-06-14,augmented_keyword,xyz,bau,start
bauhq.de,3825,USD,2026-06-14,augmented_keyword,de,bau,start
bau.io,5133,USD,2026-06-14,augmented_keyword,io,bau,exact
probau.de,7476,USD,2026-06-14,augmented_keyword,de,bau,end
bauglobal.de,1912,USD,2026-06-14,augmented_keyword,de,bau,start
bau.org,1890,USD,2026-06-14,augmented_keyword,org,bau,exact
fastbauplus.de,3878,USD,2026-06-14,augmented_keyword,de,bau,middle
baunow.ai,9924,USD,2026-06-14,augmented_keyword,ai,bau,start
baucorp.xyz,4533,USD,2026-06-14,augmented_keyword,xyz,bau,start
thebaustore.com,14375,USD,2026-06-14,augmented_keyword,com,bau,middle
storebau.com,5714,USD,2026-06-14,augmented_keyword,com,bau,end
bauai.com,3537,USD,2026-06-14,augmented_keyword,com,bau,start
baubuy.de,4845,USD,2026-06-14,augmented_keyword,de,bau,start
getbauget.de,9745,USD,2026-06-14,augmented_keyword,de,bau,middle
smartbau.de,8292,USD,2026-06-14,augmented_keyword,de,bau,end
bau.tv,3721,USD,2026-06-14,augmented_keyword,tv,bau,exact
getbau.de,14375,USD,2026-06-14,augmented_keyword,de,bau,end
worldbau.io,2152,USD,2026-06-14,augmented_keyword,io,bau,end
bau.app,3836,USD,2026-06-14,augmented_keyword,app,bau,exact
topbaulab.ai,4377,USD,2026-06-14,augmented_keyword,ai,bau,middle
baupro.de,3941,USD,2026-06-14,augmented_keyword,de,bau,start
bauapp.de,1705,USD,2026-06-14,augmented_keyword,de,bau,start
bau.us,5873,USD,2026-06-14,augmented_keyword,us,bau,exact
smartbau.com,5772,USD,2026-06-14,augmented_keyword,com,bau,end
bauco.com,4268,USD,2026-06-14,augmented_keyword,com,bau,start
appbaugo.de,2732,USD,2026-06-14,augmented_keyword,de,bau,middle
plusbauworld.io,12975,USD,2026-06-14,augmented_keyword,io,bau,middle
bauplus.io,1186,USD,2026-06-14,augmented_keyword,io,bau,start
shopbau.com,3873,USD,2026-06-14,augmented_keyword,com,bau,end
digitalbaupro.app,2628,USD,2026-06-14,augmented_keyword,app,bau,middle
hubbau.com,2694,USD,2026-06-14,augmented_keyword,com,bau,end
shopbau.de,3132,USD,2026-06-14,augmented_keyword,de,bau,end
buybau.de,3270,USD,2026-06-14,augmented_keyword,de,bau,end
bautech.com,5248,USD,2026-06-14,augmented_keyword,com,bau,start
globalbau.de,1795,USD,2026-06-14,augmented_keyword,de,bau,end
shopbaumedia.com,1688,USD,2026-06-14,augmented_keyword,com,bau,middle
baucloud.de,4981,USD,2026-06-14,augmented_keyword,de,bau,start
shopbauonline.io,2979,USD,2026-06-14,augmented_keyword,io,bau,middle
gobau.io,2839,USD,2026-06-14,augmented_keyword,io,bau,end
baubox.com,14375,USD,2026-06-14,augmented_keyword,com,bau,start
easybau.io,4709,USD,2026-06-14,augmented_keyword,io,bau,end
bauget.com,2141,USD,2026-06-14,augmented_keyword,com,bau,start
fastbaupro.com,2723,USD,2026-06-14,augmented_keyword,com,bau,middle
hubbauweb.de,2672,USD,2026-06-14,augmented_keyword,de,bau,middle
nowbautop.ai,2819,USD,2026-06-14,augmented_keyword,ai,bau,middle
bauhq.co.uk,7893,USD,2026-06-14,augmented_keyword,co.uk,bau,start
nowbaubox.xyz,1726,USD,2026-06-14,augmented_keyword,xyz,bau,middle
worldbauworld.de,14375,USD,2026-06-14,augmented_keyword,de,bau,middle
gobau.shop,5056,USD,2026-06-14,augmented_keyword,shop,bau,end
getbau.store,8796,USD,2026-06-14,augmented_keyword,store,bau,end
easybauio.de,9925,USD,2026-06-14,augmented_keyword,de,bau,middle
probauco.de,2752,USD,2026-06-14,augmented_keyword,de,bau,middle
bauable.de,13427,USD,2026-06-14,augmented_keyword,de,bau,start
onlinebau.de,2384,USD,2026-06-14,augmented_keyword,de,bau,end
hubbauapp.com,2184,USD,2026-06-14,augmented_keyword,com,bau,middle
bauworld.de,6433,USD,2026-06-14,augmented_keyword,de,bau,start
hqbaucloud.io,700,USD,2026-06-14,augmented_keyword,io,bau,middle
buybaufast.de,3179,USD,2026-06-14,augmented_keyword,de,bau,middle
bestbau.com,14375,USD,2026-06-14,augmented_keyword,com,bau,end
baubox.de,6678,USD,2026-06-14,augmented_keyword,de,bau,start
cloudbau.ai,5439,USD,2026-06-14,augmented_keyword,ai,bau,end
plusbau.com,6531,USD,2026-06-14,augmented_keyword,com,bau,end
onlinebauweb.de,11347,USD,2026-06-14,augmented_keyword,de,bau,middle
bau.store,5378,USD,2026-06-14,augmented_keyword,store,bau,exact
groupbauio.com,3760,USD,2026-06-14,augmented_keyword,com,bau,middle
bauplus.de,1940,USD,2026-06-14,augmented_keyword,de,bau,start
bautop.co.uk,1247,USD,2026-06-14,augmented_keyword,co.uk,bau,start
bauio.org,4979,USD,2026-06-14,augmented_keyword,org,bau,start
plusbau.de,3771,USD,2026-06-14,augmented_keyword,de,bau,end
baunew.de,9541,USD,2026-06-14,augmented_keyword,de,bau,start
baudigital.de,3253,USD,2026-06-14,augmented_keyword,de,bau,start
getbaufast.co,4470,USD,2026-06-14,augmented_keyword,co,bau,middle
baumy.de,4325,USD,2026-06-14,augmented_keyword,de,bau,start
bauonline.net,1629,USD,2026-06-14,augmented_keyword,net,bau,start
bautop.com,1468,USD,2026-06-14,augmented_keyword,com,bau,start
webbau.com,7444,USD,2026-06-14,augmented_keyword,com,bau,end
newbau.de,5123,USD,2026-06-14,augmented_keyword,de,bau,end
worldbau.de,2342,USD,2026-06-14,augmented_keyword,de,bau,end
cloudbau.de,3765,USD,2026-06-14,augmented_keyword,de,bau,end
fastbautech.de,3728,USD,2026-06-14,augmented_keyword,de,bau,middle
bautech.de,5101,USD,2026-06-14,augmented_keyword,de,bau,start
baubest.de,5206,USD,2026-06-14,augmented_keyword,de,bau,start
bauai.xyz,3488,USD,2026-06-14,augmented_keyword,xyz,bau,start
storebau.de,8317,USD,2026-06-14,augmented_keyword,de,bau,end
baubox.co.uk,5993,USD,2026-06-14,augmented_keyword,co.uk,bau,start
bauglobal.co.uk,3077,USD,2026-06-14,augmented_keyword,co.uk,bau,start
nowbaugroup.de,3478,USD,2026-06-14,augmented_keyword,de,bau,middle
open.com,3395,USD,2026-06-14,augmented_keyword,com,open,exact
groupopen.com,8204,USD,2026-06-14,augmented_keyword,com,open,end
openworld.com,5457,USD,2026-06-14,augmented_keyword,com,open,start
digitalopen.app,5215,USD,2026-06-14,augmented_keyword,app,open,end
hubopen.com,6067,USD,2026-06-14,augmented_keyword,com,open,end
openhq.com,10839,USD,2026-06-14,augmented_keyword,com,open,start
myopenllc.com,22662,USD,2026-06-14,augmented_keyword,com,open,middle
theopenplus.org,35566,USD,2026-06-14,augmented_keyword,org,open,middle
storeopen.com,14853,USD,2026-06-14,augmented_keyword,com,open,end
open.tech,10130,USD,2026-06-14,augmented_keyword,tech,open,exact
fastopen.com,46806,USD,2026-06-14,augmented_keyword,com,open,end
open.io,10040,USD,2026-06-14,augmented_keyword,io,open,exact
open.me,6618,USD,2026-06-14,augmented_keyword,me,open,exact
openget.com,3179,USD,2026-06-14,augmented_keyword,com,open,start
maxopenco.io,9070,USD,2026-06-14,augmented_keyword,io,open,middle
opensmart.com,11883,USD,2026-06-14,augmented_keyword,com,open,start
openhub.io,10773,USD,2026-06-14,augmented_keyword,io,open,start
theopenapp.com,4760,USD,2026-06-14,augmented_keyword,com,open,middle
openapp.com,23280,USD,2026-06-14,augmented_keyword,com,open,start
storeopenco.dev,8265,USD,2026-06-14,augmented_keyword,dev,open,middle
open.dev,13027,USD,2026-06-14,augmented_keyword,dev,open,exact
newopen.com,8098,USD,2026-06-14,augmented_keyword,com,open,end
opengroup.com,7890,USD,2026-06-14,augmented_keyword,com,open,start
openonline.com,6920,USD,2026-06-14,augmented_keyword,com,open,start
topopeneasy.com,4996,USD,2026-06-14,augmented_keyword,com,open,middle
opentop.io,2991,USD,2026-06-14,augmented_keyword,io,open,start
opendigital.com,15624,USD,2026-06-14,augmented_keyword,com,open,start
shopopen.org,10237,USD,2026-06-14,augmented_keyword,org,open,end
open.biz,19329,USD,2026-06-14,augmented_keyword,biz,open,exact
bestopen.com,5003,USD,2026-06-14,augmented_keyword,com,open,end
openplus.com,1049,USD,2026-06-14,augmented_keyword,com,open,start
openweb.co.uk,19825,USD,2026-06-14,augmented_keyword,co.uk,open,start
open.ai,8372,USD,2026-06-14,augmented_keyword,ai,open,exact
worldopenbox.com,4846,USD,2026-06-14,augmented_keyword,com,open,middle
open.club,7438,USD,2026-06-14,augmented_keyword,club,open,exact
appopen.com,16013,USD,2026-06-14,augmented_keyword,com,open,end
opensmart.me,1677,USD,2026-06-14,augmented_keyword,me,open,start
